term syriaca-headword.en	***Categories	***Source	***currently in use	New URI	idno URI	idno URI	idno	gloss.en	gloss.en	gloss.en	gloss.en	gloss.en	gloss.en	gloss.ln	gloss.ln	gloss.grc	note abstract	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	***[revisit]	***[NOTES]		
Textual criticism		CBSC	textual criticism	textual-criticism	http://lccn.loc.gov/sh85034152																								http://syriaca.org/keyword/fields-of-study										http://syriaca.org/keyword/linguistics																							
Theatres		CBSC	theatre	theatres	http://lccn.loc.gov/sh85134522			theater																																							http://syriaca.org/keyword/places															
Theodicy		CBSC	theodicy	theodicy	http://lccn.loc.gov/sh85134644																					http://syriaca.org/keyword/ethics						http://syriaca.org/keyword/ideology																	http://syriaca.org/keyword/religion													
Theology		CBSC	theology	theology	http://lccn.loc.gov/sh85134665																								http://syriaca.org/keyword/fields-of-study																				http://syriaca.org/keyword/religion													
Theoria		CBSC	theoria	theoria																																				http://syriaca.org/keyword/literature																						
Time	category	CBSC	time	time	http://lccn.loc.gov/sh85135395																																																									
Titles		CBSC	titles	titles	http://lccn.loc.gov/sh85135656																																			http://syriaca.org/keyword/literature																						
Tombs		CBSC	tombs	tombs	http://lccn.loc.gov/sh85135935																																										http://syriaca.org/keyword/places															
Topography		CBSC	topography	topography																									http://syriaca.org/keyword/fields-of-study																		http://syriaca.org/keyword/places															
Toponyms		CBSC	toponyms	toponyms	http://lccn.loc.gov/sh85089606																																		http://syriaca.org/keyword/linguistics								http://syriaca.org/keyword/places															
Tower of Babel		CBSC	tower of Babel	tower-of-babel	http://lccn.loc.gov/sh85010726																																										http://syriaca.org/keyword/places												x	I think this should be a place instead of a subject but I'm not sure about that.		
Trade		CBSC	trade	trade																				http://syriaca.org/keyword/economics																																						
Tradition		CBSC	tradition	tradition	http://lccn.loc.gov/n87815192																	http://syriaca.org/keyword/culture																																								
Traditional religions	category	CBSC	paganism	traditional-religions	http://lccn.loc.gov/sh85096574																																												http://syriaca.org/keyword/religion													
Transfiguration		CBSC	Transfiguration	transfiguration	http://lccn.loc.gov/sh85070134																http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events				http://syriaca.org/keyword/ideology																														
Translation	category	CBSC	translation	translation	http://lccn.loc.gov/sh85136967																																		http://syriaca.org/keyword/linguistics																							
Translations from Arabic		CBSC	translations from Arabic	translations-from-arabic																																																				http://syriaca.org/keyword/translation						
Translations from Armenian		CBSC	translations from Armenian	translations-from-armenian																																																				http://syriaca.org/keyword/translation						
Translations from Coptic		CBSC	translations from Coptic	translations-from-coptic																																																				http://syriaca.org/keyword/translation						
Translations from Greek		CBSC	translations from Greek	translations-from-greek	http://lccn.loc.gov/n42025058																																																			http://syriaca.org/keyword/translation						
Translations from Hebrew		CBSC	translations from Hebrew	translations-from-hebrew																																																				http://syriaca.org/keyword/translation						
Translations from Latin		CBSC	translations from Latin	translations-from-latin	http://lccn.loc.gov/n42025058																																																			http://syriaca.org/keyword/translation						
Translations from Persian		CBSC	translations from Persian	translations-from-persian																																																				http://syriaca.org/keyword/translation						
Translations from Syriac		CBSC	translations from Syriac	translations-from-syriac																																																				http://syriaca.org/keyword/translation						
Translations into Arabic		CBSC	translations into Arabic	translations-into-arabic																																																				http://syriaca.org/keyword/translation						
Translations into Armenian		CBSC	translations into Armenian	translations-into-armenian																																																				http://syriaca.org/keyword/translation						
Translations into Chinese		CBSC	translations into Chinese	translations-into-chinese																																																				http://syriaca.org/keyword/translation						
Translations into Coptic		CBSC	translations into Coptic	translations-into-coptic																																																				http://syriaca.org/keyword/translation						
Translations into Geez		CBSC	translations into Geez	translations-into-geez																																																				http://syriaca.org/keyword/translation						
Translations into Georgian		CBSC	translations into Georgian	translations-into-georgian																																																				http://syriaca.org/keyword/translation						
Translations into Greek		CBSC	translations into Greek	translations-into-greek																																																				http://syriaca.org/keyword/translation						
Translations into Latin		CBSC	translations into Latin	translations-into-latin																																																				http://syriaca.org/keyword/translation						
Translations into Persian		CBSC	translations into Persian	translations-into-persian																																																				http://syriaca.org/keyword/translation						
Translations into Slavonic		CBSC	translations into Slavonic	translations-into-slavonic																																																				http://syriaca.org/keyword/translation						
Translations into Sogdian		CBSC	translations into Sogdian	translations-into-sogdian																																																				http://syriaca.org/keyword/translation						
Translations into Syriac		CBSC	translations into Syriac	translations-into-syriac																																																				http://syriaca.org/keyword/translation						
Translations into Turkic		CBSC	translations into Turkic	translations-into-turkic																																																				http://syriaca.org/keyword/translation						
Transmission		CBSC	transmission	transmission	http://lccn.loc.gov/sh85136986																																			http://syriaca.org/keyword/literature																		http://syriaca.org/keyword/writing				
Travel		CBSC	travel	travel	http://lccn.loc.gov/sh85137149																							http://syriaca.org/keyword/events																																		
